manufacturer,model,year,city,body,mileage,transmission,wheel,color,drive,price,volume,fuel
Hyundai,Tucson,2012,Нур-Султан (Астана),кроссовер,150000.0,автомат,слева,серебристый металлик,полный привод,6990000,2.0,бензин
Nissan,R'nessa,1998,Талдыкорган,универсал,,автомат,справа,белый,передний привод,2700000,2.0,бензин
Renault,Logan,2020,Нур-Султан (Астана),седан,,механика,слева,,передний привод,6521000,1.6,бензин
Audi,A6,1998,Петропавловск,универсал,,автомат,слева,белый,передний привод,2400000,2.4,бензин
Lexus,RX 350,2009,Нур-Султан (Астана),кроссовер,122000.0,автомат,слева,,полный привод,11350000,3.5,бензин
Hyundai,Accent,2014,Нур-Султан (Астана),седан,143000.0,автомат,слева,белый,передний привод,4700000,1.6,бензин
Mercedes-Benz,ML 350,2008,Актау,кроссовер,173808.0,автомат,слева,черный,полный привод,6500000,3.5,газ-бензин
Kia,Sorento,2005,Туркестан,внедорожник,146169.0,автомат,слева,серебристый металлик,полный привод,4000000,3.5,газ-бензин
Renault,Arkana,2020,Алматы,кроссовер,,механика,слева,коричневый,полный привод,10603000,1.6,бензин
Toyota,Camry,2019,Алматы,седан,60000.0,автомат,слева,белый,,14000000,2.5,бензин
Audi,A4,1999,Алматы,седан,,механика,слева,серый металлик,передний привод,2300000,2.8,бензин
Toyota,Yaris,2006,Нур-Султан (Астана),седан,109000.0,автомат,слева,,передний привод,3990000,1.3,бензин
ВАЗ (Lada),2113 (хэтчбек),2010,Уральск,хэтчбек,255555.0,механика,слева,серый металлик,передний привод,700000,1.5,бензин
Kia,Cee’d,2013,Нур-Султан (Астана),хэтчбек,108000.0,автомат,слева,белый,передний привод,5250000,1.6,бензин
Honda,Accord,1997,Костанай,седан,328000.0,автомат,справа,черный металлик,передний привод,1350000,2.2,бензин
Toyota,Land Cruiser,2008,Шымкент,внедорожник,154000.0,автомат,слева,белый металлик,полный привод,13400000,4.7,бензин
Kia,Optima,2015,Нур-Султан (Астана),седан,97000.0,автомат,слева,белый,передний привод,7850000,2.4,бензин
Suzuki,Swift,2011,Нур-Султан (Астана),хэтчбек,106400.0,автомат,слева,красный металлик,передний привод,3490000,1.2,бензин
Toyota,Windom,2005,Нур-Султан (Астана),седан,100000.0,автомат,справа,белый металлик,передний привод,3500000,3.0,бензин
Volkswagen,Polo,2015,Нур-Султан (Астана),седан,94000.0,автомат,слева,белый,передний привод,4000000,1.6,бензин
Mercedes-Benz,E 230,1991,Алматы,седан,140000.0,автомат,слева,синий металлик,задний привод,2300000,2.3,бензин
Mercedes-Benz,E 200,1997,Шымкент,седан,316000.0,механика,слева,синий,задний привод,3300000,2.0,бензин
Daewoo,Nexia,1999,Алматы,седан,245806.0,механика,слева,зеленый,передний привод,780000,1.5,бензин
Renault,Arkana,2020,Нур-Султан (Астана),кроссовер,,автомат,слева,,передний привод,11245000,1.3,бензин
Volkswagen,Polo,2016,Нур-Султан (Астана),седан,38000.0,автомат,слева,белый,передний привод,5750000,1.6,бензин
Renault,Logan,2012,Нур-Султан (Астана),седан,,механика,слева,белый,передний привод,1500000,1.6,бензин
Kia,Cee’d,2013,Нур-Султан (Астана),хэтчбек,123000.0,автомат,слева,белый,передний привод,5100000,1.6,бензин
Mitsubishi,RVR,1995,Алматы,кроссовер,339260.0,автомат,справа,зеленый,полный привод,1500000,2.0,бензин
Hyundai,Creta,2019,Нур-Султан (Астана),кроссовер,23000.0,автомат,слева,коричневый,передний привод,7850000,1.6,бензин
Toyota,RAV 4,2016,Нур-Султан (Астана),кроссовер,85000.0,автомат,слева,белый,передний привод,11100000,2.0,бензин
Toyota,Camry,2018,Нур-Султан (Астана),седан,44000.0,автомат,слева,серебристый,передний привод,13990000,2.5,бензин
Mitsubishi,Delica,1994,Петропавловск,минивэн,165000.0,автомат,справа,синий,полный привод,2100000,2.5,дизель
Infiniti,QX80,2019,Уральск,внедорожник,1.0,автомат,слева,серый,полный привод,30990000,5.6,бензин
Lexus,RX 300,2002,Алматы,кроссовер,,автомат,слева,черный,полный привод,4950000,3.0,бензин
Hyundai,Tucson,2018,Нур-Султан (Астана),кроссовер,64000.0,автомат,слева,синий,передний привод,9990000,2.0,бензин
Mitsubishi,Montero Sport,1997,Алматы,внедорожник,,автомат,слева,черный,полный привод,3650000,3.0,бензин
Volkswagen,Golf,1998,Уральск,хэтчбек,193000.0,механика,слева,зеленый,передний привод,2600000,2.0,бензин
Toyota,Corolla,2012,Алматы,седан,168000.0,автомат,слева,серебристый металлик,,5600000,1.6,бензин
Renault,Arkana,2020,Атырау,кроссовер,,автомат,слева,,передний привод,9766000,1.6,бензин
